epno,time,tstart,tend,instance,bit,elucidation,soundcloud_url,tagarray,tagarray 1,tagarray 2,tagarray 3,tagarray 4,tagarray 5,tagarray 6,soundcloud_slug,location_type,location_id,slug_earwolf,id_wikia
213,,57:33:00,57:40:00,Location,Joe promises Jerrod Carmichael a custom death tour of black Hollywood.,Identifiable earth location.,,"Joe France's,Gregory Hines",,,,,,,star-graves,point,328,star-graves,3315
213,,58:10:00,58:28:00,Location,Joe promises Scott a custom death tour of comedic Hollywood.,Identifiable earth location.,,"Joe France's,John Belushi",,,,,,,star-graves,point,237,star-graves,3315
213,,58:10:00,58:28:00,Location,Joe promises Scott a custom death tour of comedic Hollywood.,Identifiable earth location.,,"Joe France's,Richard Jeni",,,,,,,star-graves,point,338,star-graves,3315
213,,58:10:00,58:28:00,Location,Joe promises Scott a custom death tour of comedic Hollywood -- totally botches the Richard Jeni suicide location by placing it at La Cienega@Santa Monica.,Identifiable earth location.,,"Joe France's,Richard Jeni",,,,,,,star-graves,point,339,star-graves,3315
213,,58:59:00,59:30:00,Location,"Joe promises Scott a custom death tour of comedic Hollywood -- totally botches the Richard Jeni suicide location, possibly influenced by a desire for breakfast.",Identifiable earth location.,,"Joe France's,Richard Jeni",,,,,,,star-graves,point,340,star-graves,3315
213,,1:00:16,1:01:05,Location,Joe met Larry Fine at a Glendale old folks' home.,Identifiable earth location.,,"Joe France's,Larry Fine,The Three Stooges",,,,,,,star-graves,point,341,star-graves,3382
213,,1:05:05,1:05:20,Location,Larry Fine used to hang out with Marylin Monroe's makeup artist at the Rainbow Room.,Identifiable earth location.,,"Joe France's,Larry Fine,The Three Stooges,Marylin Monroe",,,,,,,star-graves,point,342,star-graves,3382
213,,1:06:05,1:06:29,Location,Larry Fine dodged a bullet in Delaware.,Identifiable earth location.,,"Joe France's,Larry Fine,The Three Stooges,Great White",,,,,,,star-graves,point,343,star-graves,3382
213,,1:07:17,1:08:35,Location,Larry Fine Two-Stooged Curly Joe DeRita.,Identifiable earth location.,,"Joe France's,Larry Fine,The Three Stooges,Curly Joe DeRita,Charles Nelson Reilly",,,,,,,star-graves,point,341,star-graves,3382
213,,1:08:39,1:08:56,Location,"After Two-Stooging Larry Fine, Curly Joe would walk out to Canter's for some Matzah ball soup.",Identifiable earth location.,,"Joe France's,Larry Fine,The Three Stooges,Curly Joe DeRita",,,,,,,star-graves,point,89,star-graves,3382
213,,1:12:31,1:13:14,Location,"Joe claims that Sid Caesar, Larry Fine, and Shecky Greene Two- and/or Three-Stooge in the bathroom of The Waffle.",Identifiable earth location.,,"Joe France's,Larry Fine,The Three Stooges,Sid Caesar,Shecky Greene",,,,,,,star-graves,point,344,star-graves,3382
213,,1:22:00,1:22:16,Location,Joe hangs out at the Denny's in Gower Gulch - a little unclear if he's merely drinking bottomless cups of coffee or *is* bottomless.,Identifiable earth location.,,Joe France's,,,,,,,star-graves,point,324,star-graves,3382
215,,13:44,13:57,Location,DSALW reveals that he lives at the North Pole.,Identifiable earth location.,,Andrew Lloyd Webber,,,,,,,time-bobby-2,point,345,time-bobby-2,2358
215,,22:33,22:54,Location,Before Fourvel stabbed his parents they all vacationed at Disneyland Paris.,Identifiable earth location.,,"Andrew Lloyd Webber,Fourvel,Threevel",,,,,,,time-bobby-2,poly,90,time-bobby-2,2358
238,,54:54:00,55:14:00,Location,Seth Wompler blames his emotional dearth on his Sarajevo-like existence back in Boonton.,Identifiable earth location.,,"Seth Wompler,Marissa Wompler",,,,,,,238-jessica-st-clair-lennon,poly,91,the-5th-anniversary-show,3325
218,,29:54:00,30:12:00,Location,Mike the Janitor had a very cursory understanding of what DSALW does.,Identifiable earth location.,,"Mike the Janitor,Andrew Lloyd Webber",,,,,,,218-4th-anniversary-david-wain,poly,81,the-4th-anniversary-extravaganza,3325
283,,3:07,3:20,Location,Every week Womp and List look for deals at DSW becaus Wompler's feet look like a couple of warmed-up bear claw pastries.,Identifiable earth location.,,"Marissa Wompler,Miss Listler",,,,,,,283-jessica-st-clairlennon-parhamjason-mantzoukaslauren-lapkusmatt-besserpftpaul-rneil-c,point,346,the-5th-anniversary-show,3325
283,,4:50,5:08,Location,Listler lifted a Brannock Device from the Stride Rite in Alhambra.,Identifiable earth location.,,"Marissa Wompler,Miss Listler",,,,,,,283-jessica-st-clairlennon-parhamjason-mantzoukaslauren-lapkusmatt-besserpftpaul-rneil-c,point,347,the-5th-anniversary-show,3325
283,,10:35,10:51,Location,Rearden gets an invite to Wompler's destination birthday party at Six Flags Great Adventure.,Identifiable earth location.,,"Marissa Wompler,Traci Rearden",,,,,,,283-jessica-st-clairlennon-parhamjason-mantzoukaslauren-lapkusmatt-besserpftpaul-rneil-c,point,292,the-5th-anniversary-show,3325
283,,1:10:28,1:10:57,Location,Mike admits that he was a genius math professor at Harvard University.,Identifiable earth location.,,"Marissa Wompler,Traci Rearden,Mike the Janitor",,,,,,,283-jessica-st-clairlennon-parhamjason-mantzoukaslauren-lapkusmatt-besserpftpaul-rneil-c,poly,86,the-5th-anniversary-show,3325
283,,1:29:29,1:29:58,Location,"Mike admits that as a younger man he was bagged in a van, became a supervillian and terrorized Boston.",Identifiable earth location.,,"Traci Rearden,Mike the Janitor",,,,,,,283-jessica-st-clairlennon-parhamjason-mantzoukaslauren-lapkusmatt-besserpftpaul-rneil-c,poly,92,the-5th-anniversary-show,3325
345,,22:50,23:02,Location,Michael Explosione's older brother was killed in Milwaukee when he broke the cardinal rule of trampolining. Oh also was proto-Fonzie.,Identifiable earth location.,,"Dan Explosione,Michael Explosione,Michael Explosione Sr.,Michael Explosione Jr.,The Fonz",,,,,,,345-kyle-bornheimer-paul-brittain,poly,32,shifting-bouncy,5402
345,,40:45:00,41:05:00,Location,Kyle Bornheimer evidently lives in South Africa.,Identifiable earth location.,,"Dan Explosione,Michael Explosione,Michael Explosione Sr.,Michael Explosione Jr.,The Fonz",,,,,,,345-kyle-bornheimer-paul-brittain,point,348,shifting-bouncy,5402
345,,41:19:00,41:46:00,Location,Steve Explosione might (does) have a trampoline store in Tijuana and another in Nevada.,Identifiable earth location.,,"Dan Explosione,Steve Explosione,Michael Explosione,Michael Explosione Sr.,Michael Explosione Jr.",,,,,,,345-kyle-bornheimer-paul-brittain,poly,93,shifting-bouncy,5402
345,,41:19:00,41:46:00,Location,Steve Explosione might (does) have a trampoline store in Tijuana and another in Nevada.,Identifiable earth location.,,"Dan Explosione,Steve Explosione,Michael Explosione,Michael Explosione Sr.,Michael Explosione Jr.",,,,,,,345-kyle-bornheimer-paul-brittain,point,349,shifting-bouncy,5402
345,,51:18:00,51:34:00,Location,Michael Explosione is in Alhambra and doesn't have a helicoptor so he can't make it down to Earwolf.,Identifiable earth location.,,"Dan Explosione,Michael Explosione,Michael Explosione Sr.",,,,,,,345-kyle-bornheimer-paul-brittain,poly,94,shifting-bouncy,5402
345,,52:03:00,52:22:00,Location,Kurt Bornheimer evidently lives way down in Wilomar,Identifiable earth location.,,"Dan Explosione,Michael Explosione,Michael Explosione Sr.",,,,,,,345-kyle-bornheimer-paul-brittain,point,350,shifting-bouncy,5402
345,,53:43:00,54:02:00,Location,"Steve Explosione lives and shifts bouncies in Tijuana, Mexico.",Identifiable earth location.,,"Dan Expflosione,Michael Explosione,Michael Explosione Sr.,Steve Explosione",,,,,,,345-kyle-bornheimer-paul-brittain,poly,93,shifting-bouncy,5402
345,,1:07:32,1:08:13,Location,"Steve Explosione shifts bouncies to Northern Indiana, Guam, Solomon Islands, American Samoa, Virgin Islands, Bermuda, Guayana.",Identifiable earth location.,,"Dan Expflosione,Michael Explosione,Michael Explosione Sr.,Steve Explosione",,,,,,,345-kyle-bornheimer-paul-brittain,poly,95,shifting-bouncy,5402
345,,1:07:32,1:08:13,Location,"Steve Explosione shifts bouncies to Northern Indiana, Guam, Solomon Islands, American Samoa, Virgin Islands, Bermuda, Guayana.",Identifiable earth location.,,"Dan Expflosione,Michael Explosione,Michael Explosione Sr.,Steve Explosione",,,,,,,345-kyle-bornheimer-paul-brittain,poly,96,shifting-bouncy,5402
345,,1:07:32,1:08:13,Location,"Steve Explosione shifts bouncies to Northern Indiana, Guam, Solomon Islands, American Samoa, Virgin Islands, Bermuda, Guayana.",Identifiable earth location.,,"Dan Expflosione,Michael Explosione,Michael Explosione Sr.,Steve Explosione",,,,,,,345-kyle-bornheimer-paul-brittain,poly,97,shifting-bouncy,5402
345,,1:07:32,1:08:13,Location,"Steve Explosione shifts bouncies to Northern Indiana, Guam, Solomon Islands, American Samoa, Virgin Islands, Bermuda, Guayana.",Identifiable earth location.,,"Dan Expflosione,Michael Explosione,Michael Explosione Sr.,Steve Explosione",,,,,,,345-kyle-bornheimer-paul-brittain,poly,99,shifting-bouncy,5402
345,,1:07:32,1:08:13,Location,"Steve Explosione shifts bouncies to Northern Indiana, Guam, Solomon Islands, American Samoa, Virgin Islands, Bermuda, Guayana.",Identifiable earth location.,,"Dan Expflosione,Michael Explosione,Michael Explosione Sr.,Steve Explosione",,,,,,,345-kyle-bornheimer-paul-brittain,poly,100,shifting-bouncy,5402
345,,1:07:32,1:08:13,Location,"Steve Explosione shifts bouncies to Northern Indiana, Guam, Solomon Islands, American Samoa, Virgin Islands, Bermuda, Guayana.",Identifiable earth location.,,"Dan Expflosione,Michael Explosione,Michael Explosione Sr.,Steve Explosione",,,,,,,345-kyle-bornheimer-paul-brittain,poly,101,shifting-bouncy,5402
342,,37:41:00,38:17:00,Location,"Joey Tortellini does't seem like he's from The Sudan, but he is.",Identifiable earth location.,,Joey Tortellini,,,,,,,342-thomas-middleditch-kumail-nanjiani-martin-starr-paul-f-tompkins,poly,102,a-silicon-valley-p-cast,5363
342,,41:46:00,42:05:00,Location,"Vegas this weekend is just gonna be a bunch of titties bouncing around, Joey Tortellini throwing suds and putting his hands up in the air.",Identifiable earth location.,,Joey Tortellini,,,,,,,342-thomas-middleditch-kumail-nanjiani-martin-starr-paul-f-tompkins,poly,103,a-silicon-valley-p-cast,5363
342,,51:28:00,52:17:00,Location,The Sudan is great if you're part of the government.,Identifiable earth location.,,Joey Tortellini,,,,,,,342-thomas-middleditch-kumail-nanjiani-martin-starr-paul-f-tompkins,poly,102,a-silicon-valley-p-cast,5363
342,,59:45:00,59:58:00,Location,Joey Tortellini intends to flee to New Orleans to avoid hide from his war crimes.,Identifiable earth location.,,Joey Tortellini,,,,,,,342-thomas-middleditch-kumail-nanjiani-martin-starr-paul-f-tompkins,poly,104,a-silicon-valley-p-cast,5363
342,,1:09:53,1:10:52,Location,"One of the WYR grandparents is in L.A., the other in its opposite - the island of Mauritius.",Identifiable earth location.,,"Joey Tortellini,Would You Rather?",,,,,,,342-thomas-middleditch-kumail-nanjiani-martin-starr-paul-f-tompkins,poly,105,a-silicon-valley-p-cast,5363
341,,51:22:00,51:58:00,Location,Brian Barber's salon is on prime real estate.,Identifiable earth location.,,Brian Barber,,,,,,,341-stars-claudia-odoherty-neil-campbell,poly,106,banging-the-table-with-stars,5336
341,,51:59:00,53:48:00,Location,"First problem - no, Chappie does not have a haircut in that movie.",Identifiable earth location.,,"Brian Barber,Chappie,Hugh Jackman",,,,,,,341-stars-claudia-odoherty-neil-campbell,poly,107,banging-the-table-with-stars,5336
341,,54:08:00,54:41:00,Location,"You give me my money back, you Creole piece of shit.",Identifiable earth location.,,Brian Barber,,,,,,,341-stars-claudia-odoherty-neil-campbell,poly,108,banging-the-table-with-stars,5336
341,,54:41:00,54:56:00,Location,The manager of Grauman's is probably from Baton Rouge.,Identifiable earth location.,,"Brian Barber,TCL Chinese Theatre",,,,,,,341-stars-claudia-odoherty-neil-campbell,poly,109,banging-the-table-with-stars,5336
341,,1:23:39,1:24:04,Location,Brian Barber posits that Scott docked Claudia 517 points because he tried to walk-on at the University of Iowa Writers Workshop.,Identifiable earth location.,,"Brian Barber,University of Iowa",,,,,,,341-stars-claudia-odoherty-neil-campbell,point,351,banging-the-table-with-stars,5336
282,,8:18,8:32,Location,Womp and List just returned from a college tour.,Identifiable earth location.,,"Marissa Wompler,Miss Listler",,,,,,,282-jessica-st-clair-lennon-parham,point,352,wompsters-university,4541
282,,10:55,11:10,Location,Wompler's out on the streets of MDR just trying to get by (under a watchful eye).,Identifiable earth location.,,"Marissa Wompler,Miss Listler",,,,,,,282-jessica-st-clair-lennon-parham,poly,4,wompsters-university,4541
282,,11:10,11:27,Location,Listler B.A. Baracused Womp to D.C. where she woke up on 'the lawn where all of those museums were.',Identifiable earth location.,,"Marissa Wompler,Miss Listler",,,,,,,282-jessica-st-clair-lennon-parham,poly,110,wompsters-university,4541
282,,12:12,12:33,Location,Wompler was like 'Woa! Let's go see Archive Bunker's chair!',Identifiable earth location.,,"Marissa Wompler,Miss Listler,Archie Bunker",,,,,,,282-jessica-st-clair-lennon-parham,poly,111,wompsters-university,4541
282,,17:14,17:27,Location,List wants to transform Scott with a wig.,Identifiable earth location.,,"Marissa Wompler,Miss Listler",,,,,,,282-jessica-st-clair-lennon-parham,point,353,wompsters-university,4541
282,,43:27:00,43:44:00,Location,Rearden might have spent a week in D.C.,Identifiable earth location.,,"Marissa Wompler,Miss Listler,Traci Rearden",,,,,,,282-jessica-st-clair-lennon-parham,poly,112,wompsters-university,4541
282,,54:08:00,54:27:00,Location,Wompler's line cook boyfriend is from French Africa.,Identifiable earth location.,,"Marissa Wompler,Miss Listler,Felipe",,,,,,,282-jessica-st-clair-lennon-parham,poly,113,wompsters-university,4541
282,,56:54:00,57:05:00,Location,"This isn't The Matrix, man.",Identifiable earth location.,,"Marissa Wompler,Miss Listler",,,,,,,282-jessica-st-clair-lennon-parham,poly,4,wompsters-university,4541
280,,15:44,15:55,Location,Scott and Al hate how difficult it is to get to Sony Studios.,Identifiable earth location.,,,,,,,,,280-weird-al-yankovic-paul-f,line,41,duality,4492
280,,38:20:00,38:39:00,Location,Alan Thicke recalls the time he saw Frank Sinatra at Canada's lone casino.,Identifiable earth location.,,"Alan Thicke,Frank Sinatra",,,,,,,280-weird-al-yankovic-paul-f,poly,114,duality,4492
279,,1:14:57,1:15:12,Location,Qthor has organized a charades tournament in Burbank.,Identifiable earth location.,,"Qthor,Dave Sizer",,,,,,,279-patton-oswalt-lauren,poly,83,reverse-april-fools,4558
278,,34:00:00,34:17:00,Location,George Zimmer has 2.5 - 5.5 houses in Dallas because he only buys one room at a time.,Identifiable earth location.,,George Zimmer,,,,,,,278-old-97s-matt-berninger,poly,115,only-tones,4430
278,,1:39:36,1:40:21,Location,Russell Crowe swam 14 laps around Los Angeles.,Identifiable earth location.,,Russell Crowe,,,,,,,278-old-97s-matt-berninger,line,50,only-tones,4430
278,,1:46:42,1:47:05,Location,George Zimmer promises Matt Berninger a tour of the Texas Schoolbook Repository.,Identifiable earth location.,,"Russell Crowe,George Zimmer",,,,,,,278-old-97s-matt-berninger,poly,116,only-tones,4430
277,,34:17:00,34:37:00,Location,"The Bachelor Records building has 88 windows for each key on the piano (7,744 total).",Identifiable earth location.,,"Benny Bachelor, Barrett Bachelor,The Bachelor Brothers",,,,,,,277-chelsea-peretti-paul-rust,poly,117,comedy-bang-me,4406
227,,24:14:00,24:25:00,Location,Some of Mall McCartney's favorite malls.,Identifiable earth location.,,"Mall McCartney,Paul McCartney",,,,,,,227-brian-posehn-jon-daly,poly,118,all-farted-out,4431
227,,25:03:00,25:20:00,Location,Mall likes the Galleria because it's adjacent to the Americana.,Identifiable earth location.,,"Mall McCartney,Paul McCartney",,,,,,,227-brian-posehn-jon-daly,poly,118,all-farted-out,4431
227,,25:03:00,25:20:00,Location,Mall likes the Galleria because it's adjacent to the Americana.,Identifiable earth location.,,"Mall McCartney,Paul McCartney",,,,,,,227-brian-posehn-jon-daly,poly,119,all-farted-out,4431
227,,26:37:00,27:02:00,Location,Mall likes the Beverly center because they have a great KB Toys.,Identifiable earth location.,,"Mall McCartney,Paul McCartney",,,,,,,227-brian-posehn-jon-daly,poly,120,all-farted-out,4431
227,,38:20:00,38:45:00,Location,Mall's favorite Hallmark store is in Pittsburgh.,Identifiable earth location.,,"Mall McCartney,Paul McCartney",,,,,,,227-brian-posehn-jon-daly,poly,121,all-farted-out,4431
227,,49:10:00,49:20:00,Location,Shout-out to the Westminster Mall from Scotty Totty.,Identifiable earth location.,,Mall McCartney,,,,,,,227-brian-posehn-jon-daly,poly,122,all-farted-out,4431
227,,49:10:00,49:25:00,Location,Shout-out to the Irvine Spectrum from Brian Posehn.,Identifiable earth location.,,Mall McCartney,,,,,,,227-brian-posehn-jon-daly,poly,123,all-farted-out,4431
227,,49:21:00,49:47:00,Location,Shout-out to the Sunrise in Sacramento from Bri-Bri.,Identifiable earth location.,,Mall McCartney,,,,,,,227-brian-posehn-jon-daly,poly,124,all-farted-out,4431
227,,49:21:00,49:47:00,Location,Shout-out to Arden Fair in Sacramento from Bri-Bri.,Identifiable earth location.,,Mall McCartney,,,,,,,227-brian-posehn-jon-daly,poly,125,all-farted-out,4431
227,,49:21:00,49:41:00,Location,Shout-out to the Northway Mall from Mall.,Identifiable earth location.,,Mall McCartney,,,,,,,227-brian-posehn-jon-daly,point,354,all-farted-out,4431
